politician_id	parliament_num	ed_id	pref_votes	date_member_from	date_member_to	elected_party_id	current_party_id	duration_days
H-M-Wasantha-Samarasinghe	17	"ANU
"	251639	2024-11-21		"NPP
"	NPP	
H-M-Weerasinghe	10	AMP	36276	1994-08-25	2000-08-18	PA	PA	2185
H-R-Mithrapala	13	KEG	36297	2004-06-03	2010-02-09	UPFA	UPFA	2077
H-R-Mithrapala	14	KEG	37745	2010-04-22	2015-06-26	SLFP	SLFP	1891
H-R-Piyasiri	9	MTR	8446	1989-03-09	1994-06-24	UNP	UNP	1933
H-R-Wimalasiri	10	MTR	33078	1994-08-25	2000-08-18	UNP	UNP	2185
Hansaka-Wijemuni	17	"KAN
"	82926	2024-11-21		"NPP
"	NPP	
Harin-Fernando	14	BAD	49073	2010-04-22	2014-08-05	UNP	UNP	1566
Harin-Fernando	15	BAD	200806	2015-09-01		UNP	UNP	
Harin-Fernando	16	NAT		2020-08-20	2024-08-09	SJB	UNP	1450
Harindra-Corea	11	NAT		2000-10-18	2001-10-10	PA	UNP	357
Harindra-Jayanthi-Corea	9	PUT	32899	1989-03-09	1994-06-24	UNP	UNP	1933
Harini-Amarasuriya	16	NAT		2020-08-20		JVP	JVP	
Harini-Amarasuriya	17	"COL
"	655289	2024-11-21		"NPP
"	NPP	
Harold-Herath	9	NAT		1989-03-09	1994-06-24	UNP	UNP	1933
Harold-Herath	10	PUT	37538	1994-08-25	2000-08-18	UNP	UNP	2185
Harsha-de-Silva	14	NAT		2010-04-22	2015-06-26	UNP	UNP	1891
Harsha-de-Silva	15	COL	114148	2015-09-01		UNP	UNP	
Harsha-de-Silva	16	COL	82845	2020-08-20		SJB	SJB	
Harsha-de-Silva	17	"COL
"	81473	2024-11-21		"SJB
"	SJB	
Harshana-Nanayakkara	17	"COL
"	82275	2024-11-21		"NPP
"	NPP	
Harshana-Rajakaruna	15	GAM	122455	2015-09-01		UNP	UNP	
Harshana-Rajakaruna	16	GAM	73612	2020-08-20		SJB	SJB	
Harshana-Rajakaruna	17	"GAM
"	67004	2024-11-21		"SJB
"	SJB	
Hasen-Ali	13	NAT		2004-04-22	2008-04-02		UNF	1441
Hasen-Ali	14	NAT		2010-04-22	2015-06-26	SLMC	SLMC	1891
Hector-Appuhamy	15	PUT	55475	2015-09-01		UNP	UNP	
Hector-Appuhamy	16	PUT	34127	2020-08-20		SJB	SJB	
Hector-Appuhamy	17	"PUT
"	25755	2024-11-21		"SJB
"	SJB	
Hema-Ratnayake	9	BAD	28635	1989-03-09	1994-06-24			1933
Hema-Ratnayake	10	BAD	40873	1994-08-25	2000-08-18	PA	PA	2185
Hemakumara-Nanayakkara	9	GAL	37310	1989-03-09	1994-06-24			1933
Hemakumara-Nanayakkara	11	GAL	70231	2000-10-18	2001-10-10	UNP	UNP	357
Hemakumara-Nanayakkara	12	GAL	78590	2001-12-19	2004-02-07	UNF	UNF	780
Hemakumara-Nanayakkara	13	GAL	81382	2004-04-22	2010-02-09	UNF	UPFA	2119
Hemal-Gunasekara	14	MTR	51013	2010-04-22	2015-06-26	SLFP	SLFP	1891
Hemali-Weerasekara	17	"GAM
"	66737	2024-11-21		"NPP
"	NPP	
Herath-Herald-James-Edward	9	PUT	27763	1989-03-09	1994-06-24	UNP	UNP	1933
Hesha-Withanage	17	"RAT
"	54850	2024-11-21		"SJB
"	SJB	
Hewagampolage-Sirisena	9	MTR	8212	1989-03-09	1994-06-24			1933
Hiniduma-Sunil-Senvi	17	"RAT
"	76505	2024-11-21		"NPP
"	NPP	
Hiruni-Wijesinghe	17	"PUT
"	44057	2024-11-21		"NPP
"	NPP	
Hirunika-Premachandra	15	COL	70584	2015-09-01		SLFP	SLFP	
Hunais-Farook	14	VAN	10851	2010-04-22	2015-06-26	ACMC	UNP	1891
Hussain-Ahamed-Bhaila	13	NAT		2004-04-22	2010-02-09	UNF	UPFA	2119
I-M-P-P-Perera	9	GAM	63602	1989-03-09	1994-06-24	UNP	UNP	1933
Ilaiyathambi-Srinath	17	"BAT
"	21202	2024-11-21		"ITAK
"	ITAK	
Imithiyas-Bakeer-Makar	9	KAL	35433	1989-03-09	1994-06-24	UNP	UNP	1933
Imithiyas-Bakeer-Makar	10	KAL	68519	1994-08-25	2000-08-18	UNP	UNP	2185
Imithiyas-Bakeer-Makar	11	KAL	74555	2000-10-18	2001-10-10	UNP	UNP	357
Imithiyas-Bakeer-Makar	12	KAL	89147	2001-12-19	2004-02-07	UNF	UNF	780
Imithiyas-Bakeer-Makar	16	NAT		2020-08-20		SJB	SJB	
Imran-Maharoof	15	TRI	32582	2015-09-01		UNP	UNP	
Imran-Maharoof	16	TRI	39029	2020-08-20		SJB	SJB	
Imran-Maharoof	17	"TRI
"	22779	2024-11-21		"SJB
"	SJB	
Indika-Anuruddha	15	GAM	78109	2015-09-01		SLFP	SLPP	
Indika-Anuruddha	16	GAM	136297	2020-08-20		SLPP	SLPP	
Indika-Bandaranaike	12	KUR	69513	2001-12-19	2004-02-07	UNF	UNF	780
Indika-Bandaranaike	13	KUR	65275	2004-04-22	2010-02-09	UNF	UPFA	2119
Indika-Bandaranaike	14	KUR	48665	2010-04-22	2015-06-26	UNP (D)		1891
Indika-Bandaranaike	15	KUR	46356	2015-09-01		SLFP	SLFP	
Indika-Gunawardena	10	COL	58753	1994-08-25	2000-08-18	PA	PA	2185
Indika-Gunawardena	11	COL	70341	2000-10-18	2001-10-10	PA	PA	357
Indradasa-Hettiarachchi	9	KAL	54099	1989-03-09	1994-06-24	UNP	UNP	1933
Innasimuthu-Alfred	9	VAN	935	1989-03-09	1994-06-24	IND	IND	1933
Irasa-Kuganeswaran	11	VAN	6739	2000-10-18	2001-10-10			357
Irasa-Kuganeswaran	12	VAN	15936	2001-12-19	2004-02-07	TNA	TNA	780
Ishak-Rahuman	16	ANU	49298	2020-08-20		ACMC	ACMC	
Ismail-Mohammed-Quddus	13	NAT		2004-04-22	2004-05-20	UNF	UNF	28
Isuru-Dodangoda	16	GAL	71266	2020-08-20		SLPP	SLPP	
J-A-Mary-Lucida	13	NAT		2004-04-22	2004-04-23	UPFA	UPFA	1
J-C-Alawathuwala	15	KUR	106061	2015-09-01		UNP	UNP	
J-C-Alawathuwala	16	KUR	65956	2020-08-20		SJB	SJB	
J-C-Alawathuwala	17	"KUR
"	46915	2024-11-21		"SJB
"	SJB	
J-M-D-Dissanayake	9	GAM	56610	1989-03-09	1994-06-24	UNP	UNP	1933
J-N-M-Koralage	10	GAM	58237	1994-08-25	2000-08-18	PA	PA	2185
J-P-V-Vipulaguna	10	HAM	15309	1994-08-25		SLPF	SLPF	
J-R-P-Suriyapperuma	14	NAT		2010-04-22	2015-06-26	SLFP	SLFP	1891
J-S-K-Ranawaka	9	KAL	20983	1989-03-09	1994-06-24	UNP	UNP	1933
J-S-K-Ranawaka	10	KAL	60506	1994-08-25	2000-08-18	UNP	UNP	2185
Jagath-Balasuriya	14	KEG	47294	2010-04-22	2015-06-26	SLFP	SLFP	1891
Jagath-Gunawardena	17	"KUR
"	81864	2024-11-21		"NPP
"	NPP	
Jagath-Kumara	16	COL	47693	2020-08-20		SLPP	SLPP	
Jagath-Manuwarna	17	"KAN
"	128678	2024-11-21		"NPP
"	NPP	
Jagath-Priyankara	16	PUT		2024-02-08		NFF	NFF	
Jagath-Samarawickrama	16	"POL
"		2022-05-19		SLPP	SLPP	
Jagath-Vithana	17	"KAL
"	43867	2024-11-21		"SJB
"	SJB	
Jagath-Wickremerathna	17	"POL
"	51391	2024-11-21		"NPP
"	NPP	
Janadasa-Peiris	13	NAT		2004-04-22	2004-04-23	UPFA	UPFA	1
Janak-Mahendra-Adhikari	9	ANU	22568	1989-03-09	1994-06-24			1933
Janaka-Bandara-Priyantha	14	NAT		2010-04-22	2015-06-26	SLFP	SLFP	1891
Janaka-Bandara-Tennakoon	10	MTL	52437	1994-08-25	2000-08-18	PA	PA	2185
Janaka-Bandara-Tennakoon	11	MTL	42366	2000-10-18	2001-10-10	PA	PA	357
Janaka-Bandara-Tennakoon	12	MTL	49959	2001-12-19	2004-02-07	PA	PA	780
Janaka-Bandara-Tennakoon	13	MTL	54711	2004-04-22	2010-02-09	UPFA	UPFA	2119
Janaka-Bandara-Tennakoon	14	MTL	47133	2010-04-22	2015-06-26	SLFP	SLFP	1891
Janaka-Bandara-Tennakoon	15	MTL	61920	2015-09-01		SLFP	SLPP	
Janaka-Bandara-Tennakoon	16	MTL	73296	2020-08-20		SLPP	SLPP	
Janaka-Senarathna	17	"RAT
"	74068	2024-11-21		"NPP
"	NPP	
Janaka-Thissakuttiarachchi	16	BAD	50151	2020-08-20		SLPP	SLPP	
Janaka-Wakkumbura	14	RAT	70473	2010-04-22	2015-06-26	SLFP	SLFP	1891
Janaka-Wakkumbura	15	RAT	69014	2015-09-01		SLFP	SLPP	
Janaka-Wakkumbura	16	RAT	101225	2020-08-20		SLPP	SLPP	
Janath-Chithral-Fernando	17	"PUT
"	18916	2024-11-21		"SJB
"	SJB	
Jayalath-Jayawardana	11	GAM	82730	2000-10-18	2001-10-10	UNP	UNP	357
Jayalath-Jayawardana	12	GAM	116737	2001-12-19	2004-02-07	UNF	UNF	780
Jayalath-Jayawardana	13	GAM	93643	2004-04-22	2010-02-09	UNF	UNF	2119
Jayalath-Jayawardana	14	GAM	58302	2010-04-22	2013-05-30	UNP	UNP	1134
Jayampathy-Wickramaratne	15	NAT		2015-09-01		DNM	DNM	
Jayantha-Jayaweera	12	GAL	49667	2001-12-19	2004-02-07	UNF	UNF	780
Jayantha-Katugoda	11	COL	39242	2000-10-18	2001-10-10	UNP	UNP	357
Jayantha-Katugoda	12	COL	54274	2001-12-19	2004-02-07	UNF	UNF	780
Jayantha-Katugoda	14	COL	22193	2011-03-08	2015-06-26			1571
Jayantha-Katugoda	16	NAT		2020-08-20	2021-07-06	SLPP	SLPP	320
Jayantha-Samaraweera	13	KAL	95461	2004-04-22	2010-02-09	UPFA	UPFA	2119
Jayantha-Samaraweera	15	KAL	101139	2015-09-01		NFF	NFF	
Jayantha-Samaraweera	16	KAL	100386	2020-08-20		NFF	NFF	
Jayantha-Weerasinghe	16	NAT		2020-08-20		SLPP	SLPP	
Jayantha-Wijesekara	13	TRI	19983	2004-04-22	2010-02-09	UPFA	UPFA	2119
Jayarathna-Herath	11	KUR	61853	2000-10-18	2001-10-10	PA	PA	357
Jayarathna-Herath	12	KUR	47471	2001-12-19	2004-02-07	PA	PA	780
Jayarathna-Herath	13	KUR	53876	2004-04-22	2010-02-09	UPFA	UPFA	2119
Jayarathna-Herath	14	KUR	64645	2010-04-22	2015-06-26	SLFP	SLFP	1891
Jayarathna-Herath	16	KUR	54351	2020-08-20		SLPP	Ind	
Jayaratne-Silva-Dedimuni-Robert	9	PUT	32567	1989-03-09	1994-06-24			1933
Jayaratne-Silva-Dedimuni-Robert	10	PUT	49116	1994-08-25	2000-08-18	PA	PA	2185
Jayasinghe-Bandara	14	POL	21876	2015-01-29	2015-06-26			148
Jayasundara-Wijekoon	11	MON	33784	2000-10-18	2001-10-10	PA	UNP	357
Jayasundara-Wijekoon	12	NAT		2001-12-19	2004-02-07	UNF	UNF	780
Jayathilaka-Podinilame	10	KEG	67190	1994-08-25	2000-08-18	UNP	UNP	2185
Jayathilaka-Podinilame	11	KEG	48504	2000-10-18	2001-10-10	UNP	UNP	357
Jayathilaka-Podinilame	12	KEG	46769	2001-12-19	2004-02-07	UNF	UNF	780
Jayatissa-Ranaweera	10	RAT	48450	1994-08-25	2000-08-18	PA	PA	2185
Jayatissa-Ranaweera	11	RAT	38631	2000-10-18	2001-10-10	PA	PA	357
Jayatissa-Ranaweera	13	RAT	40382	2004-04-22	2010-02-09	UPFA	UPFA	2119
Jeevan-Thondaman	16	NUW	109155	2020-08-20		CWC	CWC	
Jeevan-Thondaman	17	"NUW
"	46438	2024-11-21		"UNP
"	UNP	
Jeewan-Kumaranatunga	10	COL	95767	1994-08-25	2000-08-18	PA	PA	2185
Jeewan-Kumaranatunga	11	COL	88620	2000-10-18	2001-10-10	PA	PA	357
Jeewan-Kumaranatunga	12	COL	70799	2001-12-19	2004-02-07	PA	PA	780
Jeewan-Kumaranatunga	13	COL	51583	2004-04-22	2010-02-09	UPFA	UPFA	2119
Jeewan-Kumaranatunga	14	COL	51080	2010-04-22	2015-06-26	SLFP	SLFP	1891
Jeyaraj-Fernandopulle	9	GAM	51485	1989-03-09	1994-06-24			1933
Jeyaraj-Fernandopulle	10	GAM	102129	1994-08-25	2000-08-18	PA	PA	2185
Jeyaraj-Fernandopulle	11	GAM	138859	2000-10-18	2001-10-10	PA	PA	357
Jeyaraj-Fernandopulle	12	GAM	95591	2001-12-19	2004-02-07	PA	PA	780
Jeyaraj-Fernandopulle	13	GAM	90307	2004-04-22	2008-04-06	UPFA	UPFA	1445
Jeyaratnam-Thiviya-Nadan	9	AMP	17880	1989-03-09	1994-06-24	TULF	TULF	1933
Jinadasa-Kitulagoda	11	MTR	4012	2000-10-18	2001-10-10			357
Jinadasa-Kitulagoda	12	MTR	4799	2001-12-19	2004-02-07			780
Jinadasa-Kitulagoda	13	MTR	109417	2004-04-22	2010-02-09	UPFA		2119
John-Amaratunga	9	GAM	90797	1989-03-09	1994-06-24	UNP	UNP	1933
John-Amaratunga	10	GAM	122813	1994-08-25	2000-08-18	UNP	UNP	2185
John-Amaratunga	11	GAM	67104	2000-10-18	2001-10-10	UNP	UNP	357
John-Amaratunga	12	GAM	82326	2001-12-19	2004-02-07	UNF	UNF	780
John-Amaratunga	13	GAM	86141	2004-04-22	2010-02-09	UNF	UNF	2119
John-Amaratunga	14	GAM	52331	2010-04-22	2015-06-26	UNP	UNP	1891
John-Amaratunga	15	GAM	83070	2015-09-01		UNP	UNP	
John-Senewiratne	9	RAT	29651	1989-03-09	1994-06-24			1933
John-Senewiratne	10	RAT	44704	1994-08-25	2000-08-18	PA	PA	2185
John-Senewiratne	11	RAT	86744	2000-10-18	2001-10-10	PA	PA	357
John-Senewiratne	12	RAT	64693	2001-12-19	2004-02-07	PA	PA	780
John-Senewiratne	13	RAT	84284	2004-04-22	2010-02-09	UPFA	UPFA	2119
John-Senewiratne	14	RAT	125816	2010-04-22	2015-06-26	SLFP	SLFP	1891
John-Senewiratne	15	RAT	90472	2015-09-01		SLFP	SLPP	
John-Senewiratne	16	RAT	61612	2020-08-20		SLPP	Ind	
Johnston-Fernando	11	KUR	94385	2000-10-18	2001-10-10	UNP	UNP	357
Johnston-Fernando	12	KUR	114845	2001-12-19	2004-02-07	UNF	UNF	780
Johnston-Fernando	13	KUR	112601	2004-04-22	2010-02-09	UNF	UPFA	2119
Johnston-Fernando	14	KUR	136943	2010-04-22	2015-06-26	UNP (D)		1891
Johnston-Fernando	15	KUR	76714	2015-09-01		SLFP	SLPP	
Johnston-Fernando	16	KUR	199203	2020-08-20		SLPP	SLPP	
Joseph-George-Rajenthiram	9	JAF	13928	1989-03-09	1994-06-24	IND	IND	1933
Joseph-Michael-Perera	9	GAM	104094	1989-03-09	1994-06-24	UNP	UNP	1933
Joseph-Michael-Perera	10	GAM	93884	1994-08-25	2000-08-18	UNP	UNP	2185
Joseph-Michael-Perera	11	GAM	59646	2000-10-18	2001-10-10	UNP	UNP	357
Joseph-Michael-Perera	12	GAM	86959	2001-12-19	2004-02-07	UNF	UNF	780
Joseph-Michael-Perera	13	GAM	95231	2004-04-22	2010-02-09	UNF	UNF	2119
Joseph-Michael-Perera	14	NAT		2010-04-22	2015-06-26	UNP	UNP	1891
Joseph-Pararajasingham	9	BAT			1994-06-24	TULF	TULF	
Joseph-Pararajasingham	10	BAT	43350	1994-08-25	2000-08-18			2185
Joseph-Pararajasingham	11	BAT	12605	2000-10-18	2001-10-10			357
Joseph-Pararajasingham	12	BAT	20279	2001-12-19	2004-02-07	TNA	TNA	780
Joseph-Pararajasingham	13	NAT		2004-04-22	2005-12-25	TNA	TNA	612
Justin-Galappaththi	12	MTR	60548	2001-12-19	2004-02-07	UNF	UNF	780
K-A-N-Gunasinghe	10	GAL	46948	1994-08-25	2000-08-18	PA	PA	2185
K-A-W-K-Arachchi	10	KAN	63969	1994-08-25	2000-08-18	PA	PA	2185
K-D-Lalkantha	12	ANU	4304	2001-12-19	2004-02-07			780
K-D-Lalkantha	13	ANU	114319	2004-04-22	2010-02-09	UPFA		2119
K-D-Lalkantha	17	"KAN
"	316951	2024-11-21		"NPP
"	NPP	
K-D-U-Gunaratne	10	GAM	55328	1994-08-25	2000-08-18	PA	PA	2185
K-G-J-Fernando	10	PUT	55373	1994-08-25	2000-08-18	PA	PA	2185
K-H-G-N-Padmasiri	9	GAL	35772	1989-03-09	1994-06-24			1933
K-H-G-N-Padmasiri	10	GAL	52370	1994-08-25	2000-08-18	PA	PA	2185
K-H-G-N-Padmasiri	11	GAL	46600	2000-10-18	2001-10-10	PA	PA	357
K-H-Nandasena	16	ANU	53618	2020-08-20	2024-04-04	SLPP	SLPP	1323
K-K-Piyadasa	12	NUW	54206	2001-12-19	2004-02-07	UNF	UNF	780
K-K-Piyadasa	15	NUW	48365	2015-09-01		UNP	UNP	
K-Kader-Masthan	16	VAN	13454	2020-08-20		SLFP	SLFP	
K-Kader-Masthan	17	"VAN
"	13511	2024-11-21		"SLLP
"	SLLP	
K-Kanakaraj	11	NAT		2000-10-18	2001-10-10	UNP	UNP	357
K-Kodeeswaran	15	AMP	17779	2015-09-01		TELO	TELO	
K-Kodeeswaran	17	"AMP
"	11962	2024-11-21		"ITAK
"	ITAK	
K-M-Nimal-Herath	11	KUR	3407	2000-10-18	2001-10-10			357
K-M-Thowfeek	12	TRI	24847	2001-12-19	2004-02-07	UNF	UNF	780
K-N-Choksy	9	NAT		1989-03-09	1994-06-24	UNP	UNP	1933
K-N-Choksy	11	NAT		2000-10-18	2001-10-10	UNP	UNP	357
K-N-Choksy	12	NAT		2001-12-19	2004-02-07	UNF	UNF	780
K-N-Choksy	13	NAT		2004-04-22	2010-02-09	UNF	UNF	2119
K-P-S-Kumarasiri	16	ANU	49030	2020-08-20		SLPP	FPC	
K-S-Kugathasan	17	"TRI
"	18470	2024-11-21		"ITAK
"	ITAK	
K-Thurairetnasingam	12	NAT			2004-02-07	TNA	TNA	
K-Thurairetnasingam	13	TRI	34773	2004-04-22	2010-02-09	TNA	TNA	2119
K-Thurairetnasingam	15	NAT		2015-09-01		ITAK	ITAK	
K-V-Kugendran	11	JAF	4244	2000-10-18	2001-10-10		PA	357
K-V-Samantha-Vidyaratna	13	BAD	98848	2004-04-22	2010-02-09	UPFA		2119
K-V-Samantha-Vidyaratna	17	"BAD
"	208247	2024-11-21		"NPP
"	NPP	
K-Velayudam	14	BAD	25056	2014-08-08	2015-06-26	UNP	UNP	322
K-W-Shantha-Bandara	14	KUR	86353	2010-04-22	2015-06-26	SLFP	SLFP	1891
K-W-Shantha-Bandara	16	KUR	52086	2020-08-20		SLPP	SLPP	
Kabir-Hashim	12	KEG	53406	2001-12-19	2004-02-07	UNF	UNF	780
Kabir-Hashim	13	KEG	69372	2004-04-22	2010-02-09	UNF	UNF	2119
Kabir-Hashim	14	KEG	48344	2010-04-22	2015-06-26	UNP	UNP	1891
Kabir-Hashim	15	KEG	109030	2015-09-01		UNP	UNP	
Kabir-Hashim	16	KEG	58716	2020-08-20		SJB	SJB	
Kabir-Hashim	17	"KEG
"	36034	2024-11-21		"SJB
"	SJB	
Kahaluwe-Ratnaseeha	13	COL	10512	2004-04-22	2004-05-18			26
Kalinga-Obeywansa	9	NAT		1989-03-09	1994-06-24	UNP	UNP	1933
Kamal-Karunanayake	9	NAT		1989-03-09	1994-06-24			1933
Kamala-Ranatunga	14	NAT		2010-04-22	2015-06-26	SLFP	SLFP	1891
Kanagasabai-Pathmanathan	13	AMP	29002	2004-04-22	2009-05-21	TNA	TNA	1855
Kanaka-Herath	14	KEG	63136	2010-04-22	2015-06-26	SLFP	SLFP	1891
Kanaka-Herath	15	KEG	95897	2015-09-01		SLFP	SLPP	
Kanaka-Herath	16	KEG	128592	2020-08-20		SLPP	SLPP	
Kanapathy-Selvanayagam	9	JAF	1440	1989-03-09	1994-06-24	IND	IND	1933
Kanchana-Welipitiya	17	"KEG
"	45723	2024-11-21		"NPP
"	NPP	
Kanchana-Wijesekera	15	MTR	83278	2015-09-01		SLFP	SLPP	
Kanchana-Wijesekera	16	MTR	96033	2020-08-20		SLPP	SLPP	
Kandasami-Prabhu	17	"BAT
"	14856	2024-11-21		"NPP
"	NPP	
Kandiah-Navaratnam	9	JAF	22255	1989-03-09	1994-06-24	TULF	TULF	1933
Kandiah-Sangaran	11	JAF	2902	2000-10-18	2001-10-10		PA	357
Kapila-Nuwan-Athukorala	16	TRI	30056	2020-08-20		SLPP	SLPP	
Karu-Jayasuriya	11	GAM	237387	2000-10-18	2001-10-10	UNP	UNP	357
Karu-Jayasuriya	12	GAM	250912	2001-12-19	2004-02-07	UNF	UNF	780
Karu-Jayasuriya	13	GAM	202029	2004-04-22	2010-02-09	UNF	UNF	2119
Karu-Jayasuriya	14	GAM	60310	2010-04-22	2015-06-26	UNP	UNP	1891
Karu-Jayasuriya	15	NAT		2015-09-01		UNP	UNP	
Karu-Paranawithana	15	RAT	47257	2015-09-01		UNP	UNP	
Karu-Paranawithana	16	RAT		2024-09-03		SJB	SJB	
Karunadasa-Kodithuwakku	16	MTR	114319	2020-08-20		SLPP	SLPP	
Karunananthan-Ilankumaran	17	"JAF
"	32102	2024-11-21		"NPP
"	NPP	
Karunasena-Kodituwakku	10	COL	46134	1994-08-25	2000-08-18	UNP	UNP	2185
Karunasena-Kodituwakku	11	COL	60318	2000-10-18	2001-10-10	UNP	UNP	357
Karunasena-Kodituwakku	12	COL	78093	2001-12-19	2004-02-07	UNF	UNF	780
Karupaiyah-Velayutham	12	BAD	40753	2001-12-19	2004-02-07	UNF	UNF	780
Kasadoruge-Vincent-Perera	9	KEG	42237	1989-03-09	1994-06-24	UNP	UNP	1933
Kasadoruge-Vincent-Perera	10	KEG	45884	1994-08-25	2000-08-18	UNP	UNP	2185
Kathiravelu-Sanmugam-Kuhadasan	16	TRI		2024-07-09		ITAK	ITAK	
Kaushalya-Ariyarathne	17	"COL
"	80814	2024-11-21		"NPP
"	NPP	
Kavinda-Jayawardena	15	GAM	81383	2015-09-01		UNP	UNP	
Kavinda-Jayawardena	16	GAM	73612	2020-08-20		SJB	SJB	
Kavinda-Jayawardena	17	"GAM
"	37595	2024-11-21		"SJB
"	SJB	
Keerthi-Suranjith-Mawellage	11	GAL	51899	2000-10-18	2001-10-10	PA	PA	357
Keheliya-Rambukwella	11	KAN	154403	2000-10-18	2001-10-10	UNP	UNP	357
Keheliya-Rambukwella	12	KAN	143235	2001-12-19	2004-02-07	UNF	UNF	780
Keheliya-Rambukwella	13	KAN	110720	2004-04-22	2010-02-09	UNF	UPFA	2119
Keheliya-Rambukwella	14	KAN	133060	2010-04-22	2015-06-26	UNP (D)		1891
Keheliya-Rambukwella	15	KAN	65687	2015-09-01		SLFP	SLFP	
Keheliya-Rambukwella	16	KAN	110832	2020-08-20		SLPP	SLPP	
Kiddinan-Sivanesan	13	JAF	43730	2004-04-22	2008-03-06	TNA	TNA	1414
Kingsley-Rajanayagam	13	BAT	38633	2004-04-22	2004-04-18	TNA	TNA	-4
Kingsly-Tissa-Wickramarathne	9	COL	38815	1989-03-09	1994-06-24			1933
Kingsly-Tissa-Wickramarathne	10	COL	95077	1994-08-25	2000-08-18	PA	PA	2185
Kins-Nelson	16	POL	22392	2020-08-20		SJB	SJB	
Kins-Nelson	17	"POL
"	28682	2024-11-21		"SJB
"	SJB	
Kiri-Banda-Ratnayake	9	ANU	18040	1989-03-09	1994-06-24			1933
Kitnan-Selvaraj	17	"BAD
"	60041	2024-11-21		"NPP
"	NPP	
Kokila-Gunawardena	16	GAM	77922	2020-08-20		SLPP	SLPP	
Kolonnawe-Sri-Sumangala	13	GAM	25154	2004-04-22	2004-10-08			169
Konamalai-Mathavarajah	9	TRI	575	1989-03-09	1994-06-24	IND	IND	1933
Kosala-Jayaweera	17	"KEG
"	61713	2024-11-21		"NPP
"	NPP	
Kotapola-Amarakitti	13	COL	26539	2004-04-22	2010-02-09		UPFA	2119
Krishnan-Kaleichelvi	17	"NUW
"	33346	2024-11-21		"NPP
"	NPP	
Krishnapillai-Thurairasasingham	10	BAT	15974	1994-08-25	2000-08-18			2185
Kulasingam-Thileepan	16	VAN	3203	2020-08-20		EPDP	EPDP	
Kumara-Welgama	10	KAL	79056	1994-08-25	2000-08-18	PA	PA	2185
Kumara-Welgama	11	KAL	60394	2000-10-18	2001-10-10	PA	PA	357
Kumara-Welgama	12	KAL	81507	2001-12-19	2004-02-07	PA	PA	780
Kumara-Welgama	13	KAL	73350	2004-04-22	2010-02-09	UPFA	UPFA	2119
Kumara-Welgama	14	KAL	124766	2010-04-22	2015-06-26	SLFP	SLFP	1891
Kumara-Welgama	15	KAL	218614	2015-09-01		SLFP	SLFP	
Kumara-Welgama	16	KAL	77083	2020-08-20		NLFP	NLFP	
Kumarasiri-Rathnayake	16	MON	91530	2020-08-20		SLPP	SLPP	
Kumari-Tennakoon	11	KUR	49476	2000-10-18	2001-10-10	PA	PA	357
Kumari-Tennakoon	12	KUR	42914	2001-12-19	2004-02-07	PA	PA	780
L-A-Wijemanne	15	KAL	58219	2015-09-01		UNP	UNP	
L-G-Wasantha-Piyatissa	13	AMP	45975	2004-04-22	2010-02-09	UPFA	UPFA	2119
L-G-Wasantha-Piyatissa	17	"AMP
"	71120	2024-11-21		"NPP
"	NPP	
L-M-Abeywickrama	17	"MTR
"	68144	2024-11-21		"NPP
"	NPP	
Lakshman-Jayakody	9	GAM	62652	1989-03-09	1994-06-24			1933
Lakshman-Jayakody	10	GAM	88628	1994-08-25	2000-08-18	PA	PA	2185
Lakshman-Kadirgamar	10	NAT		1994-08-25	2000-08-18	PA	PA	2185
Lakshman-Kadirgamar	11	NAT		2000-10-18	2001-10-10	PA	PA	357
Lakshman-Kadirgamar	12	NAT		2001-12-19	2004-02-07	PA	PA	780
Lakshman-Kadirgamar	13	NAT		2004-04-22	2005-08-12	UPFA	UPFA	477
Lakshman-Kiriella	9	KAN	20898	1989-03-09	1994-06-24			1933
Lakshman-Kiriella	10	KAN	59463	1994-08-25	2000-08-18	PA	PA	2185
Lakshman-Kiriella	11	KAN	57424	2000-10-18	2001-10-10	PA	UNP	357
Lakshman-Kiriella	12	KAN	70241	2001-12-19	2004-02-07	UNF	UNF	780
Lakshman-Kiriella	13	KAN	81136	2004-04-22	2010-02-09	UNF	UNF	2119
Lakshman-Kiriella	14	KAN	53690	2010-04-22	2015-06-26	UNP	UNP	1891
Lakshman-Kiriella	15	KAN	199046	2015-09-01		UNP	UNP	
Lakshman-Kiriella	16	KAN	52311	2020-08-20		SJB	SJB	
Lakshman-Nipuna-Arachchi	13	COL	122645	2004-04-22	2010-02-09	UPFA		2119
Lakshman-Nipuna-Arachchi	16	COL		2024-09-23		JVP	JVP	
Lakshman-Nipuna-Arachchi	17	"COL
"	96273	2024-11-21		"NPP
"	NPP	
Lakshman-Senewiratne	9	BAD	32427	1989-03-09	1994-06-24	UNP	UNP	1933
Lakshman-Senewiratne	10	BAD	41320	1994-08-25	2000-08-18	UNP	UNP	2185
Lakshman-Senewiratne	11	BAD	51382	2000-10-18	2001-10-10	UNP	UNP	357
Lakshman-Senewiratne	12	BAD	46792	2001-12-19	2004-02-07	UNF	UNF	780
Lakshman-Senewiratne	13	BAD	40820	2004-04-22	2010-02-09	UNF	UNF	2119
Lakshman-Senewiratne	14	BAD	31560	2010-04-22	2015-06-26	UNP		1891
Lakshman-Senewiratne	15	BAD	42354	2015-09-22		SLFP	SLFP	
